,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Absolute,Maximal,By Balance,By Equity
0,1655315,13,10 (76.92%),3 (23.08%),3.36 USD,-2.90 USD,"15.72 USD
 (1 990 pips)","-4.99 USD
 (556 pips)",10 (15.72 USD),15.72 USD (10),0.45,65.76%,5.54%,4 hours ago,13.0,16 hours,3.5,6 (46.15%),7 (53.85%),3.15,0.83 USD,1.57 USD,-1.66 USD,2 (-3.07 USD),-3.07 USD (2),10.73%,,100%,1.92 USD,3.07 USD (2.70%),2.70% (3.07 USD),2.48% (2.82 USD)
0,1648888,13,13 (100.00%),0 (0.00%),3 556.93 USD,0.00 USD,"16 345.80 USD
 (4 560 pips)",0.00 USD,13 (16 345.80 USD),16 345.80 USD (13),1.13,38.30%,15.58%,4 hours ago,17.0,13 hours,0.0,13 (100.00%),0 (0.00%),,1 257.37 USD,1 257.37 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),24.26%,,0%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),31.37% (21 585.26 USD)
0,827297,301,151 (50.16%),150 (49.83%),918.00 BRL,-376.00 BRL,"24 697.00 BRL
 (791 955 pips)","-20 048.00 BRL
 (68 740 pips)",15 (2 275.00 BRL),3 015.00 BRL (13),0.12,3.84%,0.00%,14 hours ago,4.0,2 hours,1.64,81 (26.91%),220 (73.09%),1.23,15.45 BRL,163.56 BRL,-133.65 BRL,12 (-2 000.00 BRL),-2 000.00 BRL (12),2.35%,28.54%,92%,0.00 BRL,2 838.00 BRL (32.71%),80.92% (2 838.00 BRL),27.86% (176.00 BRL)
0,1073145,6 544,6 157 (94.08%),387 (5.91%),11 866.00 USD,-38 774.00 USD,"2 348 181.37 USD
 (1 019 533 pips)","-1 194 787.87 USD
 (227 719 pips)",1503 (729 044.50 USD),729 044.50 USD (1503),0.13,97.59%,72.07%,40 minutes ago,84.0,1 day,1.11,4 364 (66.69%),2 180 (33.31%),1.97,176.25 USD,381.38 USD,-3 087.31 USD,37 (-988 521.00 USD),-988 521.00 USD (37),-7.95%,-95.94%,0%,0.00 USD,1 036 576.00 USD (46.27%),21.10% (16 046.58 USD),99.42% (218 430.50 USD)
0,1424244,275,265 (96.36%),10 (3.64%),167.61 USD,-9.59 USD,"5 093.18 USD
 (75 503 pips)","-109.78 USD
 (44 pips)",104 (1 148.73 USD),1 216.94 USD (38),0.82,99.20%,63.74%,15 days ago,0.0,3 days,446.14,187 (68.00%),88 (32.00%),46.39,18.12 USD,19.22 USD,-10.98 USD,2 (-9.77 USD),-9.77 USD (2),1.04%,13.48%,0%,0.24 USD,11.17 USD (0.30%),0.02% (0.24 USD),36.75% (10 279.77 USD)
0,1542653,318,227 (71.38%),91 (28.62%),90.30 USD,-23.47 USD,"2 012.90 USD
 (104 272 pips)","-756.91 USD
 (67 261 pips)",20 (131.97 USD),149.04 USD (11),0.35,64.11%,5.64%,15 days ago,0.0,3 days,28.45,208 (65.41%),110 (34.59%),2.66,3.95 USD,8.87 USD,-8.32 USD,3 (-40.77 USD),-43.26 USD (2),1.36%,,92%,0.04 USD,44.15 USD (0.72%),0.76% (40.89 USD),27.11% (1 403.94 USD)
0,1651310,10,10 (100.00%),0 (0.00%),6.24 USD,0.00 USD,"16.99 USD
 (945 pips)",0.00 USD,10 (16.99 USD),16.99 USD (10),0.93,12.92%,5.98%,10 hours ago,8.0,5 hours,0.0,4 (40.00%),6 (60.00%),,1.70 USD,1.70 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),16.99%,,60%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),3.65% (3.92 USD)
0,1402693,4 512,3 244 (71.89%),1 268 (28.10%),660.03 CHF,-807.80 CHF,"23 515.57 CHF
 (507 878 pips)","-18 313.89 CHF
 (279 759 pips)",34 (690.78 CHF),1 746.88 CHF (17),0.03,85.52%,64.37%,12 minutes ago,191.0,12 hours,0.9,2 421 (53.66%),2 091 (46.34%),1.28,1.15 CHF,7.25 CHF,-14.44 CHF,16 (-315.73 CHF),-1 602.29 CHF (2),22.29%,270.40%,88%,0.00 CHF,5 799.87 CHF (51.59%),27.30% (5 799.87 CHF),78.23% (5 286.66 CHF)
0,1572554,32,20 (62.50%),12 (37.50%),167.30 USD,-75.26 USD,"417.30 USD
 (9 646 pips)","-219.81 USD
 (5 392 pips)",4 (72.51 USD),167.30 USD (1),0.17,87.94%,3.41%,2 days ago,4.0,2 days,1.4,17 (53.13%),15 (46.88%),1.9,6.17 USD,20.87 USD,-18.32 USD,4 (-140.62 USD),-140.62 USD (4),6.78%,,96%,106.61 USD,140.62 USD (9.19%),9.19% (140.62 USD),7.05% (98.02 USD)
0,993292,3 201,2 258 (70.54%),943 (29.46%),103.43 USD,-191.31 USD,"12 881.60 USD
 (4 064 790 pips)","-13 104.45 USD
 (5 544 402 pips)",40 (160.78 USD),212.30 USD (16),-0.02,88.84%,51.16%,2 hours ago,19.0,2 days,-0.16,1 685 (52.64%),1 516 (47.36%),0.98,-0.07 USD,5.70 USD,-13.90 USD,24 (-273.04 USD),-531.13 USD (6),11.11%,134.78%,100%,641.70 USD,1 398.96 USD (111.33%),72.06% (1 398.30 USD),52.47% (533.97 USD)
0,1213639,212,210 (99.05%),2 (0.94%),14.68 USD,-0.13 USD,"475.53 USD
 (142 105 pips)",-26.17 USD,99 (293.31 USD),293.31 USD (99),1.41,100.00%,114.73%,15 hours ago,8.0,27 days,37.82,212 (100.00%),0 (0.00%),18.17,2.12 USD,2.26 USD,-13.09 USD,1 (-0.13 USD),-0.13 USD (1),6.76%,82.02%,86%,0.00 USD,11.88 USD (6.17%),0.19% (1.04 USD),72.30% (697.55 USD)
0,1404749,1 865,1 643 (88.09%),222 (11.90%),630.40 USD,-234.80 USD,"10 877.95 USD
 (281 916 pips)","-5 422.79 USD
 (215 772 pips)",77 (204.28 USD),644.94 USD (6),0.14,99.26%,19.85%,3 hours ago,82.0,19 hours,12.23,831 (44.56%),1 034 (55.44%),2.01,2.93 USD,6.62 USD,-24.43 USD,4 (-203.46 USD),-446.00 USD (3),8.11%,99.64%,99%,0.00 USD,446.00 USD (9.95%),4.43% (446.00 USD),77.22% (7 311.72 USD)
0,1592555,219,123 (56.16%),96 (43.84%),1 556.80 USD,-2 076.52 USD,"4 110.00 USD
 (8 698 569 pips)","-3 617.16 USD
 (5 670 266 pips)",45 (496.58 USD),1 556.80 USD (1),0.09,57.61%,19.46%,4 hours ago,13.0,8 hours,0.23,111 (50.68%),108 (49.32%),1.14,2.25 USD,33.41 USD,-37.68 USD,5 (-41.71 USD),-2 138.36 USD (2),14.82%,,0%,152.17 USD,2 138.36 USD (77.01%),72.09% (616.81 USD),81.23% (3 082.04 USD)
0,1519024,377,159 (42.17%),218 (57.82%),74.91 USD,-31.63 USD,"1 260.89 USD
 (66 769 pips)","-1 122.51 USD
 (64 448 pips)",9 (18.71 USD),90.41 USD (4),0.04,70.74%,6.02%,22 days ago,0.0,18 hours,0.86,138 (36.60%),239 (63.40%),1.12,0.37 USD,7.93 USD,-5.15 USD,15 (-17.77 USD),-118.39 USD (9),-5.84%,-70.82%,81%,41.46 USD,160.97 USD (13.05%),15.19% (160.97 USD),10.86% (109.50 USD)
0,1627122,34,17 (50.00%),17 (50.00%),9.75 USD,-4.82 USD,"46.43 USD
 (5 545 pips)","-33.19 USD
 (4 009 pips)",3 (7.42 USD),9.75 USD (1),0.14,35.98%,11.65%,5 days ago,4.0,20 hours,0.89,15 (44.12%),19 (55.88%),1.4,0.39 USD,2.73 USD,-1.95 USD,5 (-12.57 USD),-12.57 USD (5),-4.71%,,11%,0.00 USD,14.90 USD (14.69%),19.49% (14.90 USD),18.43% (16.02 USD)
0,1658637,23,19 (82.60%),4 (17.39%),2.14 USD,-2.92 USD,"16.93 USD
 (15 535 pips)","-10.15 USD
 (1 149 pips)",15 (11.14 USD),11.14 USD (15),0.26,40.17%,28.30%,2 hours ago,23.0,2 hours,0.82,15 (65.22%),8 (34.78%),1.67,0.29 USD,0.89 USD,-2.54 USD,2 (-5.50 USD),-5.50 USD (2),24.90%,,0%,0.00 USD,8.27 USD (21.55%),21.55% (8.27 USD),23.84% (8.04 USD)
0,1652746,11,10 (90.90%),1 (9.09%),5.46 USD,-0.04 USD,"28.12 USD
 (3 298 pips)",-0.88 USD,9 (22.92 USD),22.92 USD (9),1.28,100.00%,64.81%,10 hours ago,20.0,1 day,136.2,6 (54.55%),5 (45.45%),31.95,2.48 USD,2.81 USD,-0.88 USD,1 (-0.04 USD),-0.04 USD (1),4.49%,,27%,0.08 USD,0.20 USD (0.11%),0.05% (0.08 USD),10.37% (96.32 USD)
0,1353253,209,185 (88.51%),24 (11.48%),449.08 USD,-133.99 USD,"12 471.82 USD
 (43 920 pips)","-805.44 USD
 (2 880 pips)",46 (5 111.52 USD),5 111.52 USD (46),0.57,35.49%,161.78%,2 hours ago,2.0,14 hours,38.27,106 (50.72%),103 (49.28%),15.48,55.82 USD,67.42 USD,-33.56 USD,4 (-304.81 USD),-304.81 USD (4),5.09%,61.71%,99%,304.81 USD,304.81 USD (19.05%),19.05% (304.81 USD),79.08% (2 394.96 USD)
0,1654979,91,80 (87.91%),11 (12.09%),25.01 GBP,-9.12 GBP,"240.78 GBP
 (40 949 pips)","-53.59 GBP
 (18 017 pips)",48 (118.30 GBP),118.30 GBP (48),0.37,98.36%,177.23%,17 minutes ago,97.0,4 hours,5.31,53 (58.24%),38 (41.76%),4.49,2.06 GBP,3.01 GBP,-4.87 GBP,3 (-26.59 GBP),-26.59 GBP (3),43.84%,,87%,35.24 GBP,35.24 GBP (20.73%),20.73% (35.24 GBP),72.18% (273.83 GBP)
0,1552824,252,195 (77.38%),57 (22.62%),103.50 USD,-40.34 USD,"1 385.13 USD
 (76 355 pips)","-534.84 USD
 (48 780 pips)",23 (98.26 USD),109.96 USD (6),0.28,68.72%,6.66%,15 days ago,0.0,2 days,8.99,144 (57.14%),108 (42.86%),2.59,3.37 USD,7.10 USD,-9.38 USD,3 (-94.61 USD),-94.61 USD (3),1.76%,,100%,8.00 USD,94.61 USD (1.84%),1.84% (94.61 USD),27.13% (1 389.95 USD)
0,1610226,141,139 (98.58%),2 (1.42%),12 560.40 USD,-6 300.00 USD,"149 457.78 USD
 (385 134 pips)","-12 180.00 USD
 (608 pips)",63 (116 795.00 USD),116 795.00 USD (63),0.47,37.81%,6.67%,10 hours ago,62.0,3 hours,21.79,78 (55.32%),63 (44.68%),12.27,973.60 USD,1 075.24 USD,-6 090.00 USD,1 (-6 300.00 USD),-6 300.00 USD (1),9.15%,,0%,0.00 USD,6 300.00 USD (0.45%),0.45% (6 300.00 USD),8.26% (125 849.00 USD)
0,1561635,236,164 (69.49%),72 (30.51%),3.68 USD,-8.34 USD,"104.30 USD
 (8 849 pips)","-86.42 USD
 (5 332 pips)",23 (9.93 USD),9.93 USD (23),0.11,18.39%,15.70%,26 days ago,0.0,3 hours,0.9,102 (43.22%),134 (56.78%),1.21,0.08 USD,0.64 USD,-1.20 USD,6 (-11.21 USD),-11.25 USD (5),-12.20%,,96%,0.07 USD,19.81 USD (14.39%),14.44% (19.89 USD),12.79% (17.59 USD)
0,1618210,762,428 (56.16%),334 (43.83%),3 330.00 USD,-4 790.00 USD,"89 291.73 USD
 (57 248 pips)","-83 949.62 USD
 (55 196 pips)",24 (3 287.00 USD),7 280.00 USD (9),0.06,4.44%,8.19%,37 minutes ago,81.0,19 minutes,0.25,366 (48.03%),396 (51.97%),1.06,7.01 USD,208.63 USD,-251.35 USD,12 (-17 086.00 USD),-17 086.00 USD (12),-3.10%,-37.65%,62%,2 033.40 USD,21 391.00 USD (38.83%),12.05% (21 197.50 USD),0.87% (1 434.60 USD)
0,1393281,176,176 (100.00%),0 (0.00%),7.83 USD,0.00 USD,"522.84 USD
 (19 311 pips)",0.00 USD,176 (522.84 USD),522.84 USD (176),3.46,98.87%,23.53%,2 days ago,14.0,1 day,0.0,83 (47.16%),93 (52.84%),,2.97 USD,2.97 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),8.13%,98.61%,100%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),90.40% (973.39 USD)
0,1652532,14,4 (28.57%),10 (71.43%),7.32 USD,-2.87 USD,"18.12 USD
 (181 217 pips)","-12.12 USD
 (1 211 788 pips)",3 (17.97 USD),17.97 USD (3),0.16,3.64%,112.48%,5 days ago,14.0,8 minutes,0.55,0 (0.00%),14 (100.00%),1.5,0.43 USD,4.53 USD,-1.21 USD,8 (-10.96 USD),-10.96 USD (8),20.00%,,0%,10.81 USD,10.96 USD (36.35%),36.35% (10.96 USD),5.97% (1.80 USD)
0,1583834,4 689,2 500 (53.31%),2 189 (46.68%),3 330.00 USD,-4 260.00 USD,"225 277.53 USD
 (206 615 pips)","-203 951.94 USD
 (177 989 pips)",24 (2 397.51 USD),6 639.99 USD (12),0.05,9.26%,11.14%,38 minutes ago,61.0,10 minutes,1.29,1 754 (37.41%),2 935 (62.59%),1.1,4.55 USD,90.11 USD,-93.17 USD,16 (-2 510.00 USD),-14 101.00 USD (11),-0.84%,-10.19%,72%,3 444.05 USD,16 525.99 USD (20.51%),11.37% (5 811.70 USD),0.68% (1 390.50 USD)
0,1642898,15,10 (66.66%),5 (33.33%),17.44 USD,-10.11 USD,"48.02 USD
 (1 806 pips)","-19.63 USD
 (1 090 pips)",5 (12.42 USD),23.91 USD (2),0.33,28.58%,6.07%,2 hours ago,17.0,3 days,2.2,1 (6.67%),14 (93.33%),2.45,1.89 USD,4.80 USD,-3.93 USD,2 (-12.49 USD),-12.49 USD (2),2.70%,,100%,9.72 USD,12.93 USD (0.86%),1.23% (12.55 USD),8.55% (87.03 USD)
0,1604080,625,618 (98.88%),7 (1.12%),332.00 USD,-133.10 USD,"10 584.26 USD
 (23 365 770 pips)","-482.00 USD
 (9 608 pips)",170 (1 119.60 USD),2 771.71 USD (99),0.43,93.83%,79.19%,8 minutes ago,39.0,4 days,75.9,314 (50.24%),311 (49.76%),21.96,16.16 USD,17.13 USD,-68.86 USD,1 (-133.10 USD),-133.10 USD (1),568.91%,,0%,0.00 USD,133.10 USD (2.65%),2.65% (133.10 USD),45.24% (572.10 USD)
0,1536787,820,577 (70.36%),243 (29.63%),245.76 USD,-146.80 USD,"6 004.42 USD
 (208 689 pips)","-2 550.04 USD
 (175 654 pips)",29 (61.54 USD),530.40 USD (4),0.21,71.42%,60.90%,9 hours ago,132.0,2 days,10.58,400 (48.78%),420 (51.22%),2.35,4.21 USD,10.41 USD,-10.49 USD,9 (-203.36 USD),-326.64 USD (4),95.51%,,93%,0.75 USD,326.64 USD (9.06%),8.31% (203.36 USD),94.73% (2 087.00 USD)
0,1642473,187,105 (56.14%),82 (43.85%),25.75 USD,-28.31 USD,"254.36 USD
 (141 477 pips)","-273.51 USD
 (120 908 pips)",7 (10.14 USD),25.75 USD (1),-0.01,100.00%,9.41%,4 hours ago,57.0,2 days,-0.32,97 (51.87%),90 (48.13%),0.93,-0.10 USD,2.42 USD,-3.34 USD,8 (-23.29 USD),-59.13 USD (6),11.39%,,0%,53.38 USD,59.13 USD (11.69%),67.83% (38.00 USD),40.83% (24.27 USD)
0,1252474,39,39 (100.00%),0 (0.00%),9.45 USD,0.00 USD,"130.65 USD
 (14 306 pips)",-1.68 USD,39 (130.65 USD),130.65 USD (39),1.58,100.00%,38.67%,2 days ago,2.0,9 days,1074.75,29 (74.36%),10 (25.64%),77.77,3.35 USD,3.35 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),1.38%,,0%,0.04 USD,0.12 USD (0.11%),0.04% (0.04 USD),32.35% (171.11 USD)
0,1657157,41,39 (95.12%),2 (4.88%),2.87 USD,-0.07 USD,"7.15 USD
 (878 pips)","-0.12 USD
 (14 pips)",34 (6.81 USD),6.81 USD (34),0.37,48.04%,16.91%,4 hours ago,34.0,1 hour,100.43,18 (43.90%),23 (56.10%),59.58,0.17 USD,0.18 USD,-0.06 USD,1 (-0.07 USD),-0.07 USD (1),23.43%,,100%,0.00 USD,0.07 USD (0.19%),0.17% (0.05 USD),12.57% (4.59 USD)
0,1381364,103,83 (80.58%),20 (19.42%),83.86 USD,-115.84 USD,"345.40 USD
 (16 104 pips)","-312.73 USD
 (14 070 pips)",65 (86.44 USD),86.44 USD (65),0.03,94.39%,6.38%,18 minutes ago,5.0,3 days,0.19,51 (49.51%),52 (50.49%),1.1,0.32 USD,4.16 USD,-15.64 USD,4 (-70.41 USD),-115.84 USD (1),1.97%,23.89%,98%,86.21 USD,168.28 USD (18.05%),22.92% (167.83 USD),73.44% (661.71 USD)
0,1653529,119,99 (83.19%),20 (16.81%),14.70 USD,-8.59 USD,"368.32 USD
 (244 644 pips)","-56.81 USD
 (48 493 pips)",42 (152.25 USD),152.25 USD (42),0.56,61.54%,18.75%,2 hours ago,61.0,7 hours,14.04,50 (42.02%),69 (57.98%),6.48,2.62 USD,3.72 USD,-2.84 USD,5 (-22.19 USD),-22.19 USD (5),290.90%,,0%,0.00 USD,22.19 USD (5.67%),10.48% (22.19 USD),23.02% (48.74 USD)
0,1438904,246,207 (84.14%),39 (15.85%),267.00 USD,-394.93 USD,"6 523.54 USD
 (22 576 143 pips)","-1 539.76 USD
 (481 492 pips)",39 (745.70 USD),1 042.04 USD (28),0.39,84.82%,138.07%,2 days ago,0.0,1 day,12.62,131 (53.25%),115 (46.75%),4.24,20.26 USD,31.51 USD,-39.48 USD,2 (-104.96 USD),-394.93 USD (1),0.00%,0.00%,25%,0.00 USD,394.93 USD (9.38%),9.38% (394.93 USD),84.45% (5 212.29 USD)
0,965205,341,327 (95.89%),14 (4.11%),127.23 USD,-37.69 USD,"3 423.52 USD
 (271 828 pips)","-146.98 USD
 (13 991 pips)",201 (1 716.47 USD),1 716.47 USD (201),0.18,100.00%,26.46%,21 hours ago,11.0,15 days,41.53,123 (36.07%),218 (63.93%),23.29,9.61 USD,10.47 USD,-10.50 USD,3 (-78.86 USD),-78.86 USD (3),5.06%,63.04%,0%,3.72 USD,78.90 USD (2.66%),3.49% (3.62 USD),88.03% (1 828.29 USD)
0,1511101,679,645 (94.99%),34 (5.01%),421.41 USD,-59.33 USD,"2 419.14 USD
 (1 090 783 pips)","-358.35 USD
 (123 273 pips)",289 (564.97 USD),893.32 USD (118),0.25,96.42%,390.59%,39 minutes ago,52.0,22 hours,16.4,479 (70.54%),200 (29.46%),6.75,3.04 USD,3.75 USD,-10.54 USD,17 (-125.69 USD),-125.69 USD (17),33.20%,402.79%,0%,0.00 USD,125.69 USD (4.83%),7.84% (112.79 USD),98.44% (2 512.46 USD)
0,1614376,332,295 (88.85%),37 (11.14%),10.43 USD,-9.95 USD,"454.85 USD
 (30 636 pips)","-113.78 USD
 (11 774 pips)",92 (135.33 USD),135.33 USD (92),0.56,59.10%,125.76%,4 hours ago,17.0,4 hours,9.71,169 (50.90%),163 (49.10%),4.0,1.03 USD,1.54 USD,-3.08 USD,7 (-35.11 USD),-35.11 USD (7),560.01%,,0%,0.00 USD,35.11 USD (11.96%),19.13% (35.11 USD),43.59% (32.25 USD)
0,1492781,181,157 (86.74%),24 (13.26%),68.17 USD,-95.81 USD,"816.94 USD
 (36 040 pips)","-633.76 USD
 (32 053 pips)",25 (91.36 USD),180.89 USD (3),0.1,76.61%,63.53%,5 hours ago,15.0,2 days,0.85,91 (50.28%),90 (49.72%),1.29,1.01 USD,5.20 USD,-26.41 USD,3 (-214.61 USD),-214.61 USD (3),-2.26%,-27.42%,100%,0.03 USD,214.61 USD (28.50%),16.92% (214.76 USD),83.69% (488.45 USD)
0,1601735,285,205 (71.92%),80 (28.07%),3 323.50 USD,-645.56 USD,"43 528.10 USD
 (5 642 407 pips)","-11 469.06 USD
 (1 595 430 pips)",17 (2 370.71 USD),7 824.81 USD (15),0.24,89.67%,2.82%,21 days ago,0.0,21 hours,11.84,93 (32.63%),192 (67.37%),3.8,112.49 USD,212.33 USD,-143.36 USD,7 (-2 707.82 USD),-2 707.82 USD (7),1.53%,,96%,0.00 USD,2 707.82 USD (1.31%),1.31% (2 707.82 USD),4.08% (8 345.37 USD)
0,1653352,10,10 (100.00%),0 (0.00%),13.49 USD,0.00 USD,"43.98 USD
 (4 712 pips)",-0.56 USD,10 (43.98 USD),43.98 USD (10),1.08,61.43%,4.66%,3 hours ago,14.0,8 hours,271.37,6 (60.00%),4 (40.00%),78.54,4.40 USD,4.40 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),15.19%,,0%,0.08 USD,0.16 USD (0.05%),0.01% (0.04 USD),8.71% (26.70 USD)
0,1391834,319,285 (89.34%),34 (10.66%),66.98 USD,-124.94 USD,"1 562.79 USD
 (160 663 pips)","-1 057.18 USD
 (314 051 pips)",98 (612.92 USD),612.92 USD (98),0.21,96.62%,26.18%,3 days ago,31.0,5 days,0.73,302 (94.67%),17 (5.33%),1.48,1.58 USD,5.48 USD,-31.09 USD,15 (-691.99 USD),-691.99 USD (15),-55.00%,-100.00%,0%,0.00 USD,691.99 USD (57.30%),60.79% (691.99 USD),96.85% (427.88 USD)
0,1635803,8,7 (87.50%),1 (12.50%),3.36 AUD,-1.06 AUD,"12.61 AUD
 (785 pips)","-1.67 AUD
 (51 pips)",6 (9.85 AUD),9.85 AUD (6),1.04,9.30%,8.84%,13 hours ago,5.0,1 day,9.68,7 (87.50%),1 (12.50%),7.55,1.37 AUD,1.80 AUD,-1.67 AUD,1 (-1.06 AUD),-1.06 AUD (1),6.48%,,100%,0.11 AUD,1.13 AUD (0.66%),0.66% (1.13 AUD),4.87% (8.34 AUD)
0,1629762,8,6 (75.00%),2 (25.00%),258.65 USD,-2.33 USD,"281.73 USD
 (3 706 pips)","-2.54 USD
 (220 pips)",5 (23.08 USD),258.65 USD (1),0.41,94.30%,1.68%,2 days ago,6.0,2 days,119.82,2 (25.00%),6 (75.00%),110.92,34.90 USD,46.96 USD,-1.27 USD,1 (-2.33 USD),-2.33 USD (1),3.53%,,100%,0.00 USD,2.33 USD (0.00%),0.34% (2.33 USD),1.17% (7.96 USD)
0,1639521,9,9 (100.00%),0 (0.00%),1 150.00 JPY,0.00 JPY,"2 905.00 JPY
 (2 983 pips)",-70.00 JPY,9 (2 905.00 JPY),2 905.00 JPY (9),0.82,30.18%,0.53%,1 day ago,10.0,14 hours,202.5,6 (66.67%),3 (33.33%),41.5,322.78 JPY,322.78 JPY,0.00 JPY,0 (0.00 JPY),0.00 JPY (0),2.79%,,100%,14.00 JPY,14.00 JPY (0.01%),0.01% (7.00 JPY),1.41% (1 434.00 JPY)
0,1657884,12,8 (66.66%),4 (33.33%),3.00 USD,-1.16 USD,"13.13 USD
 (1 305 pips)","-2.06 USD
 (206 pips)",7 (12.80 USD),12.80 USD (7),0.68,100.00%,3.69%,3 hours ago,13.0,2 hours,5.98,0 (0.00%),12 (100.00%),6.37,0.92 USD,1.64 USD,-0.52 USD,3 (-1.85 USD),-1.85 USD (3),0.69%,,100%,0.00 USD,1.85 USD (0.11%),0.11% (1.85 USD),1.66% (26.71 USD)
0,1656804,11,9 (81.81%),2 (18.18%),4.90 USD,-0.95 USD,"22.33 USD
 (29 406 pips)","-1.35 USD
 (1 349 pips)",5 (14.53 USD),14.53 USD (5),0.98,6.81%,0.73%,20 hours ago,11.0,2 hours,22.08,1 (9.09%),10 (90.91%),16.54,1.91 USD,2.48 USD,-0.68 USD,1 (-0.95 USD),-0.95 USD (1),0.51%,,54%,0.00 USD,0.95 USD (0.02%),0.00% (0.00 USD),0.24% (10.02 USD)
0,1524994,183,177 (96.72%),6 (3.28%),119.40 USD,-182.75 USD,"5 365.05 USD
 (64 012 pips)","-265.46 USD
 (4 274 pips)",55 (1 857.68 USD),2 201.35 USD (45),0.54,43.12%,150.36%,3 hours ago,65.0,14 hours,27.9,177 (96.72%),6 (3.28%),20.21,27.87 USD,30.31 USD,-44.24 USD,1 (-182.75 USD),-182.75 USD (1),439.44%,5 331.93%,0%,0.00 USD,182.75 USD (5.80%),5.80% (182.75 USD),62.67% (2 148.75 USD)
0,1550664,367,304 (82.83%),63 (17.17%),392.59 USD,-318.41 USD,"13 459.36 USD
 (88 966 pips)","-3 079.76 USD
 (18 638 pips)",25 (588.04 USD),1 718.59 USD (21),0.38,58.44%,69.70%,29 days ago,0.0,8 hours,14.69,2 (0.54%),365 (99.46%),4.37,28.28 USD,44.27 USD,-48.89 USD,5 (-243.20 USD),-706.44 USD (4),14.87%,,96%,0.00 USD,706.44 USD (9.64%),8.99% (706.44 USD),54.03% (2 288.88 USD)
0,1606116,47,37 (78.72%),10 (21.28%),4 350.00 USD,-2 790.00 USD,"50 449.00 USD
 (6 818 pips)","-10 530.00 USD
 (914 pips)",16 (27 275.00 USD),27 275.00 USD (16),0.72,0.94%,68.40%,33 days ago,0.0,18 minutes,13.35,27 (57.45%),20 (42.55%),4.79,849.34 USD,1 363.49 USD,-1 053.00 USD,2 (-1 140.00 USD),-2 790.00 USD (1),0.00%,,0%,30.00 USD,2 990.00 USD (6.26%),12.68% (2 890.00 USD),14.32% (3 250.00 USD)
0,434426,421,399 (94.77%),22 (5.23%),443.51 USD,-828.74 USD,"17 101.02 USD
 (269 244 pips)","-2 008.95 USD
 (4 117 pips)",131 (8 012.54 USD),8 012.54 USD (131),0.51,100.00%,33.95%,44 days ago,1.0,11 days,10.5,236 (56.06%),185 (43.94%),8.51,35.85 USD,42.86 USD,-91.32 USD,3 (-23.49 USD),-828.74 USD (1),0.00%,0.00%,0%,0.04 USD,1 437.15 USD (18.15%),7.55% (1 442.14 USD),84.20% (16 049.32 USD)
0,1389140,393,301 (76.59%),92 (23.41%),565 900.00 USD,-223 828.46 USD,"7 299 368.60 USD
 (2 000 232 pips)","-809 349.25 USD
 (148 182 pips)",40 (777 554.99 USD),2 412 889.07 USD (32),0.3,100.00%,18.00%,5 days ago,1.0,3 days,20.02,163 (41.48%),230 (58.52%),9.02,16 514.04 USD,24 250.39 USD,-8 797.27 USD,16 (-21.40 USD),-324 173.60 USD (2),9.34%,113.36%,0%,0.00 USD,324 173.60 USD (2.99%),7.94% (258 984.97 USD),77.61% (2 117 392.51 USD)
0,1484944,1 090,1 082 (99.26%),8 (0.73%),74.37 USD,-129.34 USD,"1 601.51 USD
 (533 953 pips)","-139.45 USD
 (3 671 pips)",271 (363.69 USD),540.01 USD (257),0.21,23.18%,47.56%,2 hours ago,60.0,15 minutes,11.3,560 (51.38%),530 (48.62%),11.48,1.34 USD,1.48 USD,-17.43 USD,1 (-129.34 USD),-129.34 USD (1),9.73%,118.11%,99%,0.00 USD,129.34 USD (3.85%),2.33% (129.34 USD),76.67% (4 255.08 USD)
0,1585365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1650675,1,1 (100.00%),0 (0.00%),4.19 USD,0.00 USD,"4.19 USD
 (11 092 pips)",-0.23 USD,1 (4.19 USD),4.19 USD (1),0.0,99.55%,8.08%,5 days ago,2.0,7 days,26.4,1 (100.00%),0 (0.00%),18.22,4.19 USD,4.19 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),0.00%,,0%,0.04 USD,0.15 USD (0.14%),-0.00% (0.00 USD),4.05% (12.17 USD)
